Account_ID,Account_Number,Customer_First_Name,Customer_Last_Name,State,City,Zip_Code,Original_Balance,Outstanding_Balance,Credit_Score,Placement_Date,Charge_Off_Date,Collection_Stage,Days_Past_Due,Last_Payment_Date,Account_Tenure_Months,Account_Status,Bankruptcy_Flag,Fraud_Flag
12197,NVT00012197,Harry,Williamson,Ohio,Columbus,10240,1163.3,1163.3,593,2025-10-05,2025-08-27,Primary,115,,5,Active,0,0
12198,NVT00012198,Howard,Kirk,Georgia,Savannah,87758,213.86,213.86,652,2025-06-10,2025-04-30,Secondary,198,2025-07-05,9,Active,0,0
12199,NVT00012199,Debra,Pierce,Illinois,Springfield,67844,2705.98,2705.98,580,2026-01-27,2025-12-16,Pre-Writeoff,44,,1,Active,0,0
12200,NVT00012200,Troy,Taylor,Florida,Jacksonville,07080,3565.43,3565.43,641,2024-07-05,2024-05-25,Tertiary,420,2024-08-08,20,Active,0,0
12201,NVT00012201,David,Harrison,North Carolina,Raleigh,18946,3320.35,3320.35,663,2026-01-29,2025-12-16,Pre-Writeoff,37,,1,Active,0,0
12202,NVT00012202,Christopher,Gallegos,Texas,Houston,02893,834.09,834.09,757,2024-10-11,2024-09-24,Tertiary,361,,16,Active,0,0
12203,NVT00012203,Sophia,Jones,Pennsylvania,Pittsburgh,37943,5506.0,5506.0,548,2025-09-22,2025-08-14,Primary,121,2026-01-31,5,Active,0,0
12204,NVT00012204,Audrey,Maldonado,Illinois,Springfield,03147,3630.22,3630.22,673,2024-08-03,2024-07-23,Tertiary,414,2025-01-23,18,Active,0,0
12205,NVT00012205,Stacy,Moore,Florida,Jacksonville,35087,4331.73,4331.73,743,2026-01-15,2026-01-02,Pre-Writeoff,58,,0,Active,0,0
12206,NVT00012206,Paul,Austin,Illinois,Chicago,10658,907.9,907.9,693,2025-04-10,2025-03-15,Secondary,244,2025-04-27,10,Active,0,0
12207,NVT00012207,Rick,Jordan,Ohio,Cleveland,92823,282.76,282.76,698,2026-01-07,2025-12-30,Pre-Writeoff,76,,1,Active,0,0
12208,NVT00012208,Heather,Barron,Texas,Dallas,01543,688.18,688.18,681,2025-02-15,2025-02-07,Secondary,240,2025-04-12,11,Active,0,0
12209,NVT00012209,Dillon,Soto,Pennsylvania,Philadelphia,60819,6232.64,6232.64,730,2024-07-25,2024-06-13,Tertiary,459,,19,Active,0,0
12210,NVT00012210,Matthew,Nguyen,Illinois,Springfield,13907,18822.49,18822.49,563,2024-10-23,2024-09-25,Tertiary,383,2025-08-04,16,Active,1,0
12211,NVT00012211,Cody,Moore,California,San Diego,74789,1410.34,1410.34,542,2025-03-18,2025-02-16,Secondary,331,,11,Active,0,0
12212,NVT00012212,Michael,Simon,Ohio,Cincinnati,09553,1998.28,1998.28,639,2025-10-28,2025-09-26,Primary,99,,4,Active,0,0
12213,NVT00012213,Jasmine,Murphy,Florida,Miami,18149,4548.56,4548.56,488,2026-01-08,2025-12-22,Pre-Writeoff,81,2026-01-31,1,Active,0,0
12214,NVT00012214,Natasha,Rivera,New York,Albany,78507,119.43,119.43,726,2025-11-02,2025-10-04,Primary,117,2026-01-31,3,Active,0,0
12215,NVT00012215,Victor,Cohen,Arizona,Mesa,37178,532.06,532.06,725,2025-04-06,2025-03-07,Secondary,260,2025-04-23,11,Active,0,0
12216,NVT00012216,Jack,Smith,Pennsylvania,Allentown,33184,4080.68,4080.68,609,2025-02-14,2025-01-31,Secondary,355,2025-08-27,12,Active,0,0
12217,NVT00012217,Richard,Krueger,Texas,Houston,90740,402.6,402.6,614,2025-10-22,2025-10-17,Primary,119,2026-01-31,3,Active,0,0
12218,NVT00012218,Jeremy,Dyer,North Carolina,Greensboro,33071,103.16,103.16,634,2025-05-17,2025-05-02,Secondary,211,2026-01-31,9,Active,0,0
12219,NVT00012219,Valerie,Johnson,Georgia,Augusta,60321,2168.26,2168.26,643,2025-05-14,2025-04-03,Secondary,291,,10,Active,0,0
12220,NVT00012220,Cynthia,Wilson,Ohio,Cleveland,07871,3798.32,3798.32,648,2025-04-14,2025-03-31,Secondary,334,,10,Active,0,0
12221,NVT00012221,Matthew,Torres,Ohio,Columbus,24098,1564.66,1564.66,679,2026-01-09,2025-12-22,Pre-Writeoff,37,2026-01-31,1,Active,0,0
12222,NVT00012222,Karen,Medina,Ohio,Cleveland,55857,7631.06,7631.06,627,2026-01-02,2025-12-26,Pre-Writeoff,75,,1,Active,0,0
12223,NVT00012223,Alexandria,Scott,California,Los Angeles,48265,388.12,388.12,706,2024-07-04,2024-06-27,Tertiary,483,,19,Active,0,0
12224,NVT00012224,Andrew,Anderson,New York,Buffalo,57884,1766.1,1766.1,671,2025-07-05,2025-06-04,Primary,117,2025-12-07,8,Active,0,0
12225,NVT00012225,Catherine,Patterson,Pennsylvania,Allentown,69852,2479.92,2479.92,597,2025-09-06,2025-09-03,Primary,114,2026-01-31,5,Active,0,0
12226,NVT00012226,Tina,Thompson,Florida,Tampa,13567,910.83,910.83,733,2025-04-15,2025-04-05,Secondary,330,2026-01-16,10,Active,0,0
12227,NVT00012227,Brian,Vaughn,Arizona,Tucson,38656,6283.96,6283.96,544,2025-05-09,2025-04-09,Secondary,317,2025-10-15,9,Active,0,0
12228,NVT00012228,Nathaniel,Smith,Pennsylvania,Pittsburgh,81808,962.55,962.55,633,2024-07-27,2024-07-18,Tertiary,497,2024-09-05,18,Active,0,0
12229,NVT00012229,Gary,Barnes,Illinois,Naperville,52360,384.15,384.15,707,2024-12-06,2024-10-30,Tertiary,421,2025-04-19,15,Active,0,0
12230,NVT00012230,Tamara,Ferrell,Arizona,Phoenix,29601,491.98,491.98,589,2025-04-17,2025-04-01,Secondary,223,,10,Active,0,0
12231,NVT00012231,Allison,Taylor,Texas,San Antonio,47372,3606.12,3606.12,661,2026-01-13,2025-12-22,Pre-Writeoff,52,2026-01-31,1,Active,0,0
12232,NVT00012232,Adam,Allen,Ohio,Columbus,42162,3072.34,3072.34,678,2026-01-02,2025-12-10,Pre-Writeoff,50,,1,Active,0,0
12233,NVT00012233,Paul,Johnson,North Carolina,Raleigh,04428,2230.86,2230.86,579,2024-12-15,2024-11-08,Tertiary,374,,14,Active,0,0
12234,NVT00012234,Anthony,Reese,Florida,Jacksonville,10848,1131.15,1131.15,634,2024-11-19,2024-10-19,Tertiary,386,,15,Active,0,0
12235,NVT00012235,Rebecca,Rice,Arizona,Mesa,76842,302.54,302.54,629,2025-01-04,2024-12-19,Secondary,200,,13,Active,0,0
12236,NVT00012236,Anna,Smith,Ohio,Cincinnati,27962,4078.85,4078.85,601,2024-11-04,2024-10-25,Tertiary,502,2024-12-12,15,Active,0,0
12237,NVT00012237,Michele,Strong,North Carolina,Raleigh,49001,1064.96,1064.96,801,2025-10-10,2025-08-27,Primary,175,2025-10-22,5,Active,0,0
12238,NVT00012238,Stephanie,Caldwell,Texas,San Antonio,27898,583.57,583.57,586,2024-10-17,2024-09-14,Tertiary,455,2024-11-02,16,Active,0,0
12239,NVT00012239,Jacob,Vega,New York,Buffalo,08771,5404.26,5404.26,710,2026-01-06,2025-12-11,Pre-Writeoff,39,2026-01-31,1,Active,0,0
12240,NVT00012240,Christine,Wiley,North Carolina,Raleigh,87234,4744.37,4744.37,612,2025-10-03,2025-08-28,Primary,159,,5,Active,0,0
12241,NVT00012241,Hunter,Bowman,New York,New York,10915,968.26,968.26,563,2024-11-19,2024-10-19,Tertiary,477,2025-03-29,15,Active,0,0
12242,NVT00012242,Jeffery,Gonzalez,New York,New York,04479,2550.59,2550.59,647,2026-01-09,2026-01-04,Pre-Writeoff,81,2026-01-31,0,Active,0,0
12243,NVT00012243,Michael,Bryant,New York,Buffalo,15417,9390.25,9390.25,685,2025-03-12,2025-02-09,Secondary,305,2025-06-21,11,Active,0,0
12244,NVT00012244,Monica,Roman,Arizona,Phoenix,94777,9501.08,9501.08,704,2025-10-10,2025-08-29,Primary,139,,5,Active,0,0
12245,NVT00012245,Rita,Andrews,Illinois,Naperville,42876,113.21,113.21,749,2025-07-10,2025-06-08,Primary,176,2025-08-20,7,Active,0,0
12246,NVT00012246,Carol,Hooper,Pennsylvania,Allentown,67499,115.04,115.04,846,2025-04-28,2025-04-07,Secondary,241,,9,Active,1,0
12247,NVT00012247,Audrey,Saunders,Arizona,Tucson,40103,114.55,114.55,657,2025-11-17,2025-11-13,Primary,154,2026-01-31,2,Active,0,0
12248,NVT00012248,Patricia,Thomas,California,San Jose,48916,2880.1,2880.1,593,2026-01-19,2026-01-07,Pre-Writeoff,38,2026-01-31,0,Active,0,0
12249,NVT00012249,Jasmine,Frye,Arizona,Tucson,52361,16890.57,16890.57,671,2026-01-23,2026-01-05,Pre-Writeoff,51,2026-01-31,0,Active,0,0
12250,NVT00012250,Nichole,Johnson,Georgia,Savannah,58555,976.83,976.83,621,2025-06-02,2025-04-30,Secondary,232,2025-10-07,9,Active,0,0
12251,NVT00012251,Gregory,Obrien,Pennsylvania,Pittsburgh,30024,341.32,341.32,704,2024-11-01,2024-10-19,Tertiary,369,,15,Active,0,0
12252,NVT00012252,Eduardo,Pitts,Ohio,Columbus,12510,4582.01,4582.01,549,2024-12-25,2024-11-16,Secondary,301,,14,Active,0,0
12253,NVT00012253,Lori,Fletcher,Georgia,Atlanta,29192,2324.37,2324.37,805,2025-06-18,2025-05-11,Secondary,300,2025-10-07,8,Active,0,0
12254,NVT00012254,Anthony,Walker,Arizona,Tucson,63041,1909.89,1909.89,699,2024-09-02,2024-08-25,Tertiary,535,2025-01-21,17,Active,0,0
12255,NVT00012255,Benjamin,Henderson,Illinois,Chicago,08042,2195.4,2195.4,522,2024-08-29,2024-08-19,Tertiary,469,2024-09-05,17,Active,0,0
12256,NVT00012256,Amanda,Yoder,Illinois,Naperville,91518,159.87,159.87,590,2024-08-16,2024-08-13,Tertiary,361,2024-10-19,17,Active,0,0
12257,NVT00012257,Susan,Simmons,Georgia,Savannah,06572,4094.78,4094.78,697,2026-01-28,2026-01-02,Pre-Writeoff,36,2026-01-31,0,Active,0,0
12258,NVT00012258,Shelia,Cruz,Texas,Dallas,95383,2056.06,2056.06,722,2025-02-24,2025-01-12,Secondary,239,,12,Active,0,0
12259,NVT00012259,Lindsay,Grant,Texas,San Antonio,91904,1463.03,1463.03,550,2026-01-26,2026-01-21,Pre-Writeoff,40,2026-01-31,0,Active,0,0
12260,NVT00012260,Larry,Acosta,Arizona,Phoenix,94325,350.12,350.12,689,2026-01-01,2025-11-18,Pre-Writeoff,86,2026-01-12,2,Active,0,0
12261,NVT00012261,Kelly,Torres,California,Los Angeles,09099,8517.12,8517.12,503,2025-07-22,2025-06-30,Primary,143,,7,Active,0,0
12262,NVT00012262,Michael,Wright,Texas,Dallas,87543,3233.88,3233.88,633,2025-10-03,2025-09-11,Primary,158,2026-01-31,4,Active,0,0
12263,NVT00012263,Henry,Hodge,North Carolina,Greensboro,91341,240.47,240.47,717,2024-08-29,2024-07-21,Tertiary,430,,18,Active,0,0
12264,NVT00012264,April,King,New York,Albany,60947,2814.45,2814.45,601,2026-01-02,2025-11-29,Pre-Writeoff,44,2026-01-31,2,Active,0,0
12265,NVT00012265,Rachel,Ramirez,North Carolina,Charlotte,36576,979.4,979.4,534,2025-09-02,2025-07-26,Primary,103,2026-01-31,6,Active,0,0
12266,NVT00012266,Tyler,King,North Carolina,Charlotte,74848,2255.58,2255.58,650,2024-09-07,2024-08-26,Tertiary,381,2025-04-05,17,Active,0,0
12267,NVT00012267,Carrie,Hahn,California,San Diego,25477,5129.82,5129.82,597,2026-01-14,2025-12-11,Pre-Writeoff,70,2026-01-31,1,Active,0,0
12268,NVT00012268,Wendy,Price,California,San Jose,12595,4753.74,4753.74,684,2024-08-02,2024-07-19,Tertiary,431,2024-12-14,18,Active,0,0
12269,NVT00012269,Samantha,Graham,New York,Rochester,59615,18722.09,18722.09,578,2025-11-21,2025-10-22,Primary,166,2026-01-31,3,Active,1,0
12270,NVT00012270,Sharon,Baker,Georgia,Atlanta,47616,1324.29,1324.29,585,2025-11-09,2025-10-10,Primary,91,,3,Active,0,0
12271,NVT00012271,Sarah,Marshall,Illinois,Naperville,54876,4821.65,4821.65,498,2026-01-21,2025-12-29,Pre-Writeoff,81,2026-01-26,1,Active,0,0
12272,NVT00012272,Amy,Johnson,Georgia,Savannah,04140,3774.15,3774.15,651,2024-08-23,2024-08-11,Tertiary,468,,17,Active,0,0
12273,NVT00012273,Paul,Payne,North Carolina,Raleigh,65993,3005.48,3005.48,628,2025-06-15,2025-06-05,Secondary,192,2026-01-31,8,Active,0,0
12274,NVT00012274,Seth,Roberts,Pennsylvania,Pittsburgh,31069,2600.07,2600.07,556,2025-03-15,2025-03-02,Secondary,249,,11,Active,0,0
12275,NVT00012275,Darren,Navarro,Pennsylvania,Philadelphia,01393,7270.49,7270.49,653,2025-11-29,2025-11-06,Primary,138,2026-01-31,2,Active,0,0
12276,NVT00012276,Angela,Tran,California,Los Angeles,24734,6530.16,6530.16,711,2025-12-10,2025-11-15,Primary,149,,2,Active,0,0
12277,NVT00012277,Matthew,Garcia,Pennsylvania,Philadelphia,14087,710.94,710.94,624,2026-01-06,2025-12-14,Pre-Writeoff,81,2026-01-31,1,Active,0,0
12278,NVT00012278,Michael,Daniel,New York,Buffalo,92991,5760.68,5760.68,658,2025-12-16,2025-11-23,Primary,169,,2,Active,0,0
12279,NVT00012279,John,Davis,Texas,Austin,92277,662.8,662.8,659,2024-11-27,2024-11-21,Tertiary,423,,14,Active,0,0
12280,NVT00012280,Lisa,Russell,Florida,Tampa,58867,3264.7,3264.7,555,2025-07-21,2025-06-30,Primary,112,2025-12-27,7,Active,0,0
12281,NVT00012281,Jacob,Thomas,California,San Jose,28433,9102.53,9102.53,783,2026-01-26,2026-01-18,Pre-Writeoff,89,2026-01-31,0,Active,0,0
12282,NVT00012282,Richard,Dougherty,Texas,Austin,59895,2345.57,2345.57,607,2024-11-06,2024-09-30,Tertiary,410,2025-08-07,16,Active,0,0
12283,NVT00012283,Michael,Greer,Ohio,Cleveland,28429,1118.9,1118.9,685,2025-09-07,2025-08-28,Primary,142,2026-01-31,5,Active,0,0
12284,NVT00012284,Sabrina,Jackson,North Carolina,Greensboro,31440,8234.25,8234.25,693,2026-01-26,2025-12-25,Pre-Writeoff,60,2026-01-31,1,Active,0,0
12285,NVT00012285,Samantha,Smith,Illinois,Naperville,78562,3553.17,3553.17,630,2025-06-05,2025-04-24,Secondary,186,2025-11-03,9,Active,0,0
12286,NVT00012286,Lisa,Anderson,Florida,Jacksonville,63556,3734.5,3734.5,682,2025-08-06,2025-07-15,Primary,137,2026-01-11,6,Active,0,0
12287,NVT00012287,Renee,Davis,Arizona,Mesa,83550,1829.76,1829.76,657,2025-12-06,2025-10-22,Primary,121,2026-01-31,3,Active,0,0
12288,NVT00012288,Jasmine,Howard,Arizona,Phoenix,86872,921.69,921.69,540,2025-11-08,2025-10-21,Primary,143,,3,Active,0,0
12289,NVT00012289,Mary,Stewart,Florida,Jacksonville,06306,4615.7,4615.7,616,2025-12-18,2025-12-11,Pre-Writeoff,75,2026-01-31,1,Active,0,0
12290,NVT00012290,Corey,Smith,Ohio,Cincinnati,11435,407.04,407.04,597,2024-10-29,2024-10-28,Tertiary,524,2025-06-03,15,Active,0,0
12291,NVT00012291,April,Bishop,Pennsylvania,Allentown,01247,9705.85,9705.85,607,2026-01-08,2025-12-12,Pre-Writeoff,36,2026-01-31,1,Active,0,0
12292,NVT00012292,Elizabeth,Shaffer,New York,Buffalo,13307,1044.29,1044.29,548,2026-01-21,2025-12-20,Pre-Writeoff,74,2026-01-31,1,Active,0,0
12293,NVT00012293,Luke,Gilbert,New York,Buffalo,87077,647.71,647.71,718,2025-06-27,2025-06-04,Primary,92,2026-01-31,8,Active,0,0
12294,NVT00012294,Alison,Good,Georgia,Savannah,38436,5069.37,5069.37,752,2025-03-11,2025-02-06,Secondary,266,2026-01-01,11,Active,0,0
12295,NVT00012295,Bailey,Perry,Pennsylvania,Pittsburgh,74645,508.17,508.17,708,2024-09-13,2024-08-21,Tertiary,390,,17,Active,0,0
12296,NVT00012296,Amanda,Simon,Florida,Miami,23019,491.39,491.39,728,2025-05-03,2025-03-30,Secondary,345,2025-09-01,10,Active,0,0
12297,NVT00012297,Phillip,Mejia,Texas,Austin,54729,1686.77,1686.77,615,2025-01-08,2024-12-05,Secondary,342,2025-06-29,14,Active,0,0
12298,NVT00012298,Amy,Martinez,Illinois,Springfield,21011,2726.55,2726.55,595,2026-01-02,2025-12-18,Pre-Writeoff,53,2026-01-31,1,Active,0,0
12299,NVT00012299,James,Copeland,Ohio,Cleveland,10560,1790.81,1790.81,585,2024-07-14,2024-06-26,Tertiary,384,2024-09-11,19,Active,0,0
12300,NVT00012300,Luke,Erickson,Arizona,Phoenix,72800,1116.55,1116.55,685,2025-12-02,2025-11-07,Primary,115,,2,Active,0,0
12301,NVT00012301,Seth,Watson,Arizona,Mesa,81317,448.51,448.51,655,2024-10-28,2024-10-18,Tertiary,427,,15,Active,0,0
12302,NVT00012302,James,Wolfe,Florida,Tampa,21218,4026.93,4026.93,634,2025-10-31,2025-10-10,Primary,168,2025-12-25,3,Active,0,0
12303,NVT00012303,Sheryl,Horton,California,Sacramento,21379,517.92,517.92,730,2024-08-24,2024-07-10,Tertiary,376,2025-04-07,19,Active,0,0
12304,NVT00012304,Ronald,Anderson,Illinois,Chicago,95655,548.64,548.64,668,2024-09-23,2024-08-19,Tertiary,478,,17,Active,0,0
12305,NVT00012305,Ryan,Mcguire,California,San Diego,89271,343.88,343.88,581,2024-12-09,2024-12-05,Tertiary,398,,14,Active,0,0
12306,NVT00012306,Christopher,Tran,Texas,Austin,34720,4308.7,4308.7,592,2025-05-13,2025-04-24,Secondary,316,,9,Active,0,0
12307,NVT00012307,Andrew,Williams,Texas,San Antonio,02539,3242.87,3242.87,687,2024-08-31,2024-08-23,Tertiary,404,2025-04-02,17,Active,0,0
12308,NVT00012308,Damon,Gordon,New York,Buffalo,00512,846.67,846.67,712,2025-05-10,2025-04-02,Secondary,271,,10,Active,0,0
12309,NVT00012309,Anna,Kelley,Arizona,Tucson,55017,1205.81,1205.81,678,2025-12-02,2025-11-27,Primary,132,2026-01-31,2,Active,0,0
12310,NVT00012310,Chelsea,Riggs,Florida,Orlando,10638,724.9,724.9,772,2025-05-06,2025-05-01,Secondary,354,2025-05-14,9,Active,0,0
12311,NVT00012311,Kevin,Wong,Illinois,Naperville,27857,5776.61,5776.61,754,2025-12-27,2025-12-19,Pre-Writeoff,35,,1,Active,0,0
12312,NVT00012312,Victoria,Fields,Arizona,Tucson,69211,3470.25,3470.25,670,2025-03-27,2025-03-01,Secondary,260,,11,Active,0,0
12313,NVT00012313,Kelli,Young,Georgia,Savannah,50474,1878.15,1878.15,581,2025-03-25,2025-02-20,Secondary,279,2025-11-10,11,Active,0,0
12314,NVT00012314,Kelli,Morse,Arizona,Mesa,44362,16513.71,16513.71,548,2026-01-19,2025-12-14,Pre-Writeoff,70,,1,Active,0,0
12315,NVT00012315,Holly,Singh,Texas,Dallas,35880,1412.19,1412.19,612,2025-12-17,2025-12-16,Pre-Writeoff,66,2026-01-31,1,Active,0,0
12316,NVT00012316,Allison,Blevins,California,San Diego,91263,2530.06,2530.06,692,2026-01-23,2026-01-11,Pre-Writeoff,83,2026-01-31,0,Active,0,0
12317,NVT00012317,Bobby,Rosales,North Carolina,Raleigh,78300,3292.48,3292.48,767,2026-01-16,2025-12-14,Pre-Writeoff,32,,1,Active,0,0
12318,NVT00012318,Stacey,Torres,Arizona,Tucson,56384,4136.44,4136.44,669,2025-08-23,2025-08-15,Primary,142,2025-10-08,5,Active,0,0
12319,NVT00012319,Kurt,Carney,Florida,Jacksonville,53304,908.84,908.84,721,2024-11-01,2024-10-20,Tertiary,384,2025-01-02,15,Active,0,0
12320,NVT00012320,Briana,Thompson,Illinois,Springfield,07448,2195.66,2195.66,622,2025-01-06,2024-12-15,Secondary,266,2025-11-01,13,Active,0,0
12321,NVT00012321,Rachel,Morgan,California,Los Angeles,22923,3947.84,3947.84,683,2024-11-07,2024-09-30,Tertiary,531,2025-04-24,16,Active,0,0
12322,NVT00012322,Amy,Berg,Pennsylvania,Allentown,85740,16890.04,16890.04,697,2025-11-07,2025-10-15,Primary,120,2026-01-31,3,Active,0,0
12323,NVT00012323,Danielle,Gonzalez,Pennsylvania,Philadelphia,41538,2485.04,2485.04,501,2025-03-18,2025-02-28,Secondary,230,2025-04-06,11,Active,0,0
12324,NVT00012324,Jocelyn,Diaz,North Carolina,Greensboro,11643,4020.95,4020.95,611,2025-07-16,2025-07-05,Primary,169,,7,Active,0,0
12325,NVT00012325,Amanda,Ingram,Texas,Austin,36001,9991.57,9991.57,706,2026-01-29,2026-01-05,Pre-Writeoff,81,,0,Active,0,0
12326,NVT00012326,Brandon,Miller,New York,Albany,33210,911.07,911.07,659,2025-10-27,2025-10-23,Primary,169,2025-12-06,3,Active,0,0
12327,NVT00012327,Kevin,Melendez,New York,Albany,45247,316.71,316.71,556,2025-03-18,2025-02-28,Secondary,281,,11,Active,0,0
12328,NVT00012328,Jacob,Parsons,Illinois,Chicago,71605,1290.13,1290.13,469,2025-02-19,2025-01-09,Secondary,210,2025-05-15,12,Active,0,0
12329,NVT00012329,Tamara,Montoya,Georgia,Augusta,95117,7949.76,7949.76,614,2024-07-22,2024-07-06,Tertiary,410,2025-04-20,19,Active,1,0
12330,NVT00012330,Brian,Flores,Arizona,Phoenix,05930,426.81,426.81,634,2024-11-15,2024-10-26,Tertiary,419,2025-01-12,15,Active,0,0
12331,NVT00012331,Marcia,Jennings,North Carolina,Greensboro,36774,19897.53,19897.53,578,2025-09-26,2025-09-07,Primary,102,,4,Active,0,0
12332,NVT00012332,Morgan,Davenport,Arizona,Mesa,62230,694.3,694.3,650,2025-07-11,2025-07-02,Primary,148,2025-11-26,7,Active,0,0
12333,NVT00012333,Joanna,Ford,California,Sacramento,11440,2106.55,2106.55,675,2025-03-06,2025-02-06,Secondary,227,2025-09-11,11,Active,0,0
12334,NVT00012334,Alexandria,Padilla,North Carolina,Charlotte,08908,1328.69,1328.69,686,2026-01-21,2025-12-09,Pre-Writeoff,51,2026-01-31,1,Active,0,0
12335,NVT00012335,Gregory,Arnold,New York,Albany,73522,1889.87,1889.87,475,2026-01-12,2026-01-03,Pre-Writeoff,42,2026-01-31,0,Active,0,0
12336,NVT00012336,Nathan,Thompson,Ohio,Cleveland,93722,5060.87,5060.87,548,2025-12-21,2025-12-19,Pre-Writeoff,43,2026-01-31,1,Active,0,0
12337,NVT00012337,Holly,Williams,Texas,Dallas,04556,1478.56,1478.56,618,2025-10-08,2025-09-20,Primary,168,2026-01-31,4,Active,0,0
12338,NVT00012338,Renee,Miller,Illinois,Chicago,04766,1800.03,1800.03,680,2025-11-29,2025-10-28,Primary,153,,3,Active,0,0
12339,NVT00012339,Corey,Wallace,Ohio,Cincinnati,40193,5779.04,5779.04,674,2025-09-14,2025-09-08,Primary,171,2026-01-31,4,Active,0,0
12340,NVT00012340,Stephanie,Schmidt,Illinois,Naperville,44929,6357.54,6357.54,673,2026-01-23,2026-01-04,Pre-Writeoff,37,,0,Active,0,0
12341,NVT00012341,Patricia,Smith,Texas,Austin,07394,3614.76,3614.76,613,2025-12-07,2025-11-02,Primary,162,,3,Active,0,0
12342,NVT00012342,Jennifer,Young,California,San Jose,11367,4946.29,4946.29,617,2025-03-16,2025-02-07,Secondary,196,,11,Active,0,0
12343,NVT00012343,Charles,Scott,North Carolina,Charlotte,41897,2354.71,2354.71,589,2024-10-25,2024-10-22,Tertiary,399,2025-01-29,15,Active,0,0
12344,NVT00012344,James,Maynard,Illinois,Chicago,98327,2285.43,2285.43,693,2025-11-16,2025-10-14,Primary,179,2025-11-24,3,Active,0,0
12345,NVT00012345,Jamie,Lang,Georgia,Augusta,32275,9938.84,9938.84,575,2025-01-07,2025-01-04,Secondary,216,2025-07-07,13,Active,0,0
12346,NVT00012346,Danielle,Ferguson,Georgia,Savannah,09682,298.85,298.85,699,2025-06-12,2025-05-26,Secondary,347,,8,Active,0,0
12347,NVT00012347,Alexis,Salinas,Arizona,Mesa,93264,579.52,579.52,654,2025-10-27,2025-09-19,Primary,117,,4,Active,0,0
12348,NVT00012348,Sandra,Smith,Georgia,Atlanta,15247,2489.49,2489.49,636,2025-11-17,2025-10-28,Primary,115,2026-01-31,3,Active,0,0
12349,NVT00012349,Jamie,Malone,Florida,Miami,75497,13763.74,13763.74,594,2026-01-14,2025-12-15,Pre-Writeoff,42,,1,Active,0,0
12350,NVT00012350,Hannah,Ruiz,Arizona,Mesa,43489,3664.42,3664.42,545,2024-11-05,2024-09-28,Tertiary,432,,16,Active,0,0
12351,NVT00012351,Sandra,Copeland,California,Sacramento,80618,1102.78,1102.78,594,2024-11-27,2024-11-03,Tertiary,500,2025-08-17,15,Active,0,0
12352,NVT00012352,Adam,Reynolds,Texas,Houston,82701,5609.58,5609.58,616,2026-01-07,2025-12-25,Pre-Writeoff,46,2026-01-31,1,Active,0,0
12353,NVT00012353,John,Lloyd,Pennsylvania,Allentown,53774,653.4,653.4,474,2025-02-01,2025-01-12,Secondary,345,,12,Active,0,0
12354,NVT00012354,Lisa,Atkinson,Georgia,Augusta,08118,2894.88,2894.88,626,2025-11-22,2025-11-07,Primary,145,,2,Active,0,0
12355,NVT00012355,Marie,Collins,Ohio,Columbus,20306,6095.22,6095.22,704,2026-01-30,2026-01-14,Pre-Writeoff,31,,0,Active,0,0
12356,NVT00012356,Tracey,Santana,Ohio,Columbus,63667,15006.0,15006.0,679,2025-09-28,2025-09-24,Primary,97,,4,Active,0,0
12357,NVT00012357,Valerie,Thompson,Georgia,Atlanta,53746,3041.96,3041.96,605,2024-12-31,2024-12-06,Secondary,289,2025-01-21,14,Active,0,0
12358,NVT00012358,Margaret,Frey,California,San Diego,79199,3713.58,3713.58,643,2026-01-13,2025-12-18,Pre-Writeoff,32,2026-01-28,1,Active,0,0
12359,NVT00012359,Nathan,Robinson,Texas,Austin,25475,2180.52,2180.52,601,2026-01-30,2026-01-02,Pre-Writeoff,84,,0,Active,0,0
12360,NVT00012360,Mary,Bernard,North Carolina,Raleigh,92616,2875.05,2875.05,650,2025-08-24,2025-07-29,Primary,116,,6,Active,0,0
12361,NVT00012361,Bradley,Murphy,Arizona,Tucson,36418,2061.02,2061.02,747,2025-07-31,2025-07-28,Primary,90,,6,Active,0,0
12362,NVT00012362,Donald,Holt,New York,Albany,99669,1969.22,1969.22,707,2025-10-24,2025-10-06,Primary,91,2026-01-31,3,Active,0,0
12363,NVT00012363,John,Phillips,Illinois,Chicago,65302,1110.91,1110.91,676,2024-07-15,2024-06-23,Tertiary,497,,19,Active,0,0
12364,NVT00012364,Elizabeth,Simon,North Carolina,Charlotte,64036,6289.96,6289.96,605,2026-01-16,2026-01-06,Pre-Writeoff,54,2026-01-31,0,Active,0,0
12365,NVT00012365,Nicole,Carlson,Georgia,Savannah,80055,1541.57,1541.57,692,2025-05-26,2025-05-11,Secondary,238,,8,Active,0,0
12366,NVT00012366,Roberto,White,California,Los Angeles,57782,1335.12,1335.12,521,2024-10-18,2024-09-21,Tertiary,492,2024-11-03,16,Active,0,0
12367,NVT00012367,Ashley,Nguyen,Pennsylvania,Philadelphia,55176,1612.97,1612.97,622,2025-02-26,2025-01-20,Secondary,287,2025-09-04,12,Active,0,0
12368,NVT00012368,Michelle,Leon,New York,New York,07013,2574.35,2574.35,680,2026-01-06,2025-12-28,Pre-Writeoff,46,,1,Active,0,0
12369,NVT00012369,Connie,Elliott,Pennsylvania,Pittsburgh,43405,283.39,283.39,691,2025-10-30,2025-10-16,Primary,165,2026-01-31,3,Active,0,0
